seqid,phobius_start,phobius_end,phobius_type
tr|A0A0D2X1I3|A0A0D2X1I3_CAPO3,6,17,SP
tr|A0A0D2X1J2|A0A0D2X1J2_CAPO3,2,9,SP
tr|A0A0D2X1K5|A0A0D2X1K5_CAPO3,265,284,TM
tr|A0A0D2X1K7|A0A0D2X1K7_CAPO3,34,45,SP
tr|A0A0D2X1K9|A0A0D2X1K9_CAPO3,7,20,SP
tr|A0A0D2X1L6|A0A0D2X1L6_CAPO3,1153,1171,TM
tr|A0A0D2X1M4|A0A0D2X1M4_CAPO3,68,86,TM
tr|A0A0D2X1P6|A0A0D2X1P6_CAPO3,5,13,SP
tr|A0A0D2X1P8|A0A0D2X1P8_CAPO3,5,16,SP
tr|A0A0D2X1R2|A0A0D2X1R2_CAPO3,199,219,TM
tr|A0A0D2X1S2|A0A0D2X1S2_CAPO3,300,317,TM
tr|A0A0D2X1S9|A0A0D2X1S9_CAPO3,323,341,TM
tr|A0A0D2X1T3|A0A0D2X1T3_CAPO3,76,95,TM
tr|A0A0D2X1V4|A0A0D2X1V4_CAPO3,50,70,TM
tr|A0A0D2X1V8|A0A0D2X1V8_CAPO3,325,350,TM
tr|A0A0D2X1W8|A0A0D2X1W8_CAPO3,4,14,SP
tr|A0A0D2X1X6|A0A0D2X1X6_CAPO3,10,20,SP
tr|A0A0D2X1Y8|A0A0D2X1Y8_CAPO3,21,48,TM
tr|A0A0D2X1Y9|A0A0D2X1Y9_CAPO3,8,19,SP
tr|A0A0D2X211|A0A0D2X211_CAPO3,4,16,SP
tr|A0A0D2X216|A0A0D2X216_CAPO3,229,254,TM
tr|A0A0D2X222|A0A0D2X222_CAPO3,655,681,TM
tr|A0A0D2X226|A0A0D2X226_CAPO3,2,9,SP
tr|A0A0D2X255|A0A0D2X255_CAPO3,15,34,TM
tr|A0A0D2X272|A0A0D2X272_CAPO3,44,67,TM
tr|A0A0D2X274|A0A0D2X274_CAPO3,12,31,TM
tr|A0A0D2X278|A0A0D2X278_CAPO3,112,131,TM
tr|A0A0D2X285|A0A0D2X285_CAPO3,17,28,SP
tr|A0A0D2X2A3|A0A0D2X2A3_CAPO3,42,64,TM
tr|A0A0D2X2A5|A0A0D2X2A5_CAPO3,6,13,SP
tr|A0A0D2X2A6|A0A0D2X2A6_CAPO3,2,13,SP
tr|A0A0D2X2B5|A0A0D2X2B5_CAPO3,8,19,SP
tr|A0A0D2X2D5|A0A0D2X2D5_CAPO3,3,11,SP
tr|A0A0D2X2E3|A0A0D2X2E3_CAPO3,20,37,TM
tr|A0A0D2X2F8|A0A0D2X2F8_CAPO3,357,375,TM
tr|A0A0D2X2G0|A0A0D2X2G0_CAPO3,2002,2023,TM
tr|A0A0D2X2G2|A0A0D2X2G2_CAPO3,224,244,TM
tr|A0A0D2X2H5|A0A0D2X2H5_CAPO3,288,312,TM
tr|A0A0D2X2H7|A0A0D2X2H7_CAPO3,157,178,TM
tr|A0A0D2X2I5|A0A0D2X2I5_CAPO3,10,18,SP
tr|A0A0D2X2I7|A0A0D2X2I7_CAPO3,8,19,SP
tr|A0A0D2X2K1|A0A0D2X2K1_CAPO3,12,23,SP
tr|A0A0D2X2K5|A0A0D2X2K5_CAPO3,201,221,TM
tr|A0A0D2X2L6|A0A0D2X2L6_CAPO3,2652,2672,TM
tr|A0A0D2X2M6|A0A0D2X2M6_CAPO3,40,61,TM
tr|A0A0D2X2N0|A0A0D2X2N0_CAPO3,1511,1532,TM
tr|A0A0D2X2N7|A0A0D2X2N7_CAPO3,120,139,TM
tr|A0A0D2X2P2|A0A0D2X2P2_CAPO3,16,23,SP
tr|A0A0D2X2P9|A0A0D2X2P9_CAPO3,6,17,SP
tr|A0A0D2X2R5|A0A0D2X2R5_CAPO3,192,212,TM
tr|A0A0D2X2R8|A0A0D2X2R8_CAPO3,779,797,TM
tr|A0A0D2X2R9|A0A0D2X2R9_CAPO3,7,14,SP
tr|A0A0D2X2U2|A0A0D2X2U2_CAPO3,4,15,SP
tr|A0A0D2X2W3|A0A0D2X2W3_CAPO3,3,12,SP
tr|A0A0D2X2W4|A0A0D2X2W4_CAPO3,2,10,SP
tr|A0A0D2X2W6|A0A0D2X2W6_CAPO3,721,744,TM
tr|A0A0D2X2X4|A0A0D2X2X4_CAPO3,2,12,SP
tr|A0A0D2X2X5|A0A0D2X2X5_CAPO3,279,303,TM
tr|A0A0D2X2Z3|A0A0D2X2Z3_CAPO3,518,535,TM
tr|A0A0D2X2Z4|A0A0D2X2Z4_CAPO3,347,374,TM
tr|A0A0D2X2Z5|A0A0D2X2Z5_CAPO3,2,13,SP
tr|A0A0D2X301|A0A0D2X301_CAPO3,801,822,TM
tr|A0A0D2X310|A0A0D2X310_CAPO3,38,63,TM
tr|A0A0D2X312|A0A0D2X312_CAPO3,9,20,SP
tr|A0A0D2X359|A0A0D2X359_CAPO3,24,42,TM
tr|A0A0D2X361|A0A0D2X361_CAPO3,4,15,SP
tr|A0A0D2X362|A0A0D2X362_CAPO3,60,78,TM
tr|A0A0D2X364|A0A0D2X364_CAPO3,2284,2304,TM
tr|A0A0D2X370|A0A0D2X370_CAPO3,25,36,SP
tr|A0A0D2X376|A0A0D2X376_CAPO3,873,891,TM
tr|A0A0D2X378|A0A0D2X378_CAPO3,246,266,TM
tr|A0A0D2X393|A0A0D2X393_CAPO3,2022,2044,TM
tr|A0A0D2X394|A0A0D2X394_CAPO3,1866,1888,TM
tr|A0A0D2X3A9|A0A0D2X3A9_CAPO3,421,445,TM
tr|A0A0D2X3B0|A0A0D2X3B0_CAPO3,6,17,SP
tr|A0A0D2X3B1|A0A0D2X3B1_CAPO3,10,21,SP
tr|A0A0D2X3D3|A0A0D2X3D3_CAPO3,15,26,SP
tr|A0A0D2X3D7|A0A0D2X3D7_CAPO3,26,34,SP
tr|A0A0D2X3F3|A0A0D2X3F3_CAPO3,10,20,SP
tr|A0A0D2X3F5|A0A0D2X3F5_CAPO3,83,104,TM
tr|A0A0D2X3I4|A0A0D2X3I4_CAPO3,6,30,TM
tr|A0A0D2X3I8|A0A0D2X3I8_CAPO3,41,59,TM
tr|A0A0D2X3J6|A0A0D2X3J6_CAPO3,74,91,TM
tr|A0A0D2X3M0|A0A0D2X3M0_CAPO3,91,116,TM
tr|A0A0D2X3M1|A0A0D2X3M1_CAPO3,426,449,TM
tr|A0A0D2X3M9|A0A0D2X3M9_CAPO3,21,49,TM
tr|A0A0D2X3Q1|A0A0D2X3Q1_CAPO3,35,53,TM
tr|A0A0D2X3R0|A0A0D2X3R0_CAPO3,1419,1440,TM
tr|A0A0D2X3R3|A0A0D2X3R3_CAPO3,1672,1693,TM
tr|A0A0D2X3T0|A0A0D2X3T0_CAPO3,1367,1385,TM
tr|A0A0D2X3T4|A0A0D2X3T4_CAPO3,178,197,TM
tr|A0A0D2X3T7|A0A0D2X3T7_CAPO3,4,15,SP
tr|A0A0D2X3U0|A0A0D2X3U0_CAPO3,888,911,TM
tr|A0A0D2X3U1|A0A0D2X3U1_CAPO3,863,886,TM
tr|A0A0D2X3X4|A0A0D2X3X4_CAPO3,155,174,TM
tr|A0A0D2X3Y2|A0A0D2X3Y2_CAPO3,415,445,TM
tr|A0A0D2X3Y8|A0A0D2X3Y8_CAPO3,3,11,SP
tr|A0A0D2X3Z0|A0A0D2X3Z0_CAPO3,2,9,SP
tr|A0A0D2X3Z4|A0A0D2X3Z4_CAPO3,5,16,SP
tr|A0A0D2X3Z7|A0A0D2X3Z7_CAPO3,883,900,TM
tr|A0A0D2X404|A0A0D2X404_CAPO3,23,42,SP
tr|A0A0D2X414|A0A0D2X414_CAPO3,870,891,TM
tr|A0A0D2X420|A0A0D2X420_CAPO3,605,628,TM
tr|A0A0D2X424|A0A0D2X424_CAPO3,573,596,TM
tr|A0A0D2X426|A0A0D2X426_CAPO3,774,791,TM
tr|A0A0D2X431|A0A0D2X431_CAPO3,21,40,TM
tr|A0A0D2X459|A0A0D2X459_CAPO3,6,17,SP
tr|A0A0D2X463|A0A0D2X463_CAPO3,418,443,TM
tr|A0A0D2X466|A0A0D2X466_CAPO3,66,86,TM
tr|A0A0D2X478|A0A0D2X478_CAPO3,148,169,TM
tr|A0A0D2X480|A0A0D2X480_CAPO3,9,20,SP
tr|A0A0D2X485|A0A0D2X485_CAPO3,987,1005,TM
tr|A0A0D2X487|A0A0D2X487_CAPO3,4,11,SP
tr|A0A0D2X490|A0A0D2X490_CAPO3,132,153,TM
tr|A0A0D2X4B6|A0A0D2X4B6_CAPO3,9,20,SP
tr|A0A0D2X4C4|A0A0D2X4C4_CAPO3,5,19,SP
tr|A0A0D2X4C7|A0A0D2X4C7_CAPO3,211,234,TM
tr|A0A0D2X4D1|A0A0D2X4D1_CAPO3,270,292,TM
tr|A0A0D2X4D7|A0A0D2X4D7_CAPO3,469,492,TM
tr|A0A0D2X4E0|A0A0D2X4E0_CAPO3,533,555,TM
tr|A0A0D2X4E2|A0A0D2X4E2_CAPO3,547,566,TM
tr|A0A0D2X4E5|A0A0D2X4E5_CAPO3,9,20,SP
tr|A0A0D2X4F3|A0A0D2X4F3_CAPO3,4,13,SP
tr|A0A0D2X4F6|A0A0D2X4F6_CAPO3,13,24,SP
tr|A0A0D2X4H0|A0A0D2X4H0_CAPO3,6,17,SP
tr|A0A0D2X4H5|A0A0D2X4H5_CAPO3,4,12,SP
tr|A0A0D2X4I0|A0A0D2X4I0_CAPO3,102,127,TM
tr|A0A0D2X4I5|A0A0D2X4I5_CAPO3,6,17,SP
tr|A0A0D2X4J7|A0A0D2X4J7_CAPO3,28,46,TM
tr|A0A0D2X4K4|A0A0D2X4K4_CAPO3,3,11,SP
tr|A0A0D2X4K5|A0A0D2X4K5_CAPO3,729,756,TM
tr|A0A0D2X4K7|A0A0D2X4K7_CAPO3,1325,1346,TM
tr|A0A0D2X4L2|A0A0D2X4L2_CAPO3,512,535,TM
tr|A0A0D2X4L4|A0A0D2X4L4_CAPO3,3,14,SP
tr|A0A0D2X4L7|A0A0D2X4L7_CAPO3,303,322,TM
tr|A0A0D2X4L8|A0A0D2X4L8_CAPO3,252,271,TM
tr|A0A0D2X4M8|A0A0D2X4M8_CAPO3,3,14,SP
tr|A0A0D2X4P0|A0A0D2X4P0_CAPO3,1165,1188,TM
tr|A0A0D2X4P9|A0A0D2X4P9_CAPO3,3,14,SP
tr|A0A0D2X4Q0|A0A0D2X4Q0_CAPO3,86,111,TM
tr|A0A0D2X4R3|A0A0D2X4R3_CAPO3,323,345,TM
tr|A0A0D2X4T4|A0A0D2X4T4_CAPO3,20,40,TM
tr|A0A0D2X4U4|A0A0D2X4U4_CAPO3,397,423,TM
tr|A0A0D2X4U5|A0A0D2X4U5_CAPO3,3,14,SP
tr|A0A0D2X4U7|A0A0D2X4U7_CAPO3,272,295,TM
tr|A0A0D2X4V9|A0A0D2X4V9_CAPO3,406,432,TM
tr|A0A0D2X4X4|A0A0D2X4X4_CAPO3,40,59,TM
tr|A0A0D2X4Y8|A0A0D2X4Y8_CAPO3,83,107,TM
tr|A0A0D2X4Z0|A0A0D2X4Z0_CAPO3,602,628,TM
tr|A0A0D2X506|A0A0D2X506_CAPO3,14,24,SP
tr|A0A0D2X520|A0A0D2X520_CAPO3,31,51,TM
tr|A0A0D2X528|A0A0D2X528_CAPO3,151,168,TM
tr|A0A0D2X531|A0A0D2X531_CAPO3,2,9,SP
tr|A0A0D2X535|A0A0D2X535_CAPO3,3,21,SP
tr|A0A0D2X545|A0A0D2X545_CAPO3,262,279,TM
tr|A0A0D2X547|A0A0D2X547_CAPO3,380,399,TM
tr|A0A0D2X550|A0A0D2X550_CAPO3,3,13,SP
tr|A0A0D2X555|A0A0D2X555_CAPO3,463,486,TM
tr|A0A0D2X582|A0A0D2X582_CAPO3,7,18,SP
tr|A0A0D2X590|A0A0D2X590_CAPO3,449,470,TM
tr|A0A0D2X593|A0A0D2X593_CAPO3,4,14,SP
tr|A0A0D2X599|A0A0D2X599_CAPO3,6,26,TM
tr|A0A0D2X5A4|A0A0D2X5A4_CAPO3,15,26,SP
tr|A0A0D2X5C4|A0A0D2X5C4_CAPO3,12,23,SP
tr|A0A0D2X5D0|A0A0D2X5D0_CAPO3,10,21,SP
tr|A0A0D2X5D2|A0A0D2X5D2_CAPO3,9,20,SP
tr|A0A0D2X5D3|A0A0D2X5D3_CAPO3,40,58,TM
tr|A0A0D2X5E1|A0A0D2X5E1_CAPO3,1056,1079,TM
tr|A0A0D2X5E2|A0A0D2X5E2_CAPO3,27,48,TM
tr|A0A0D2X5E3|A0A0D2X5E3_CAPO3,5,12,SP
tr|A0A0D2X5F4|A0A0D2X5F4_CAPO3,3,11,SP
tr|A0A0D2X5F6|A0A0D2X5F6_CAPO3,2152,2174,TM
tr|A0A0D2X5G7|A0A0D2X5G7_CAPO3,3,8,SP
tr|A0A0D2X5G8|A0A0D2X5G8_CAPO3,4,15,SP
tr|A0A0D2X5H0|A0A0D2X5H0_CAPO3,12,29,TM
tr|A0A0D2X5H3|A0A0D2X5H3_CAPO3,73,92,TM
tr|A0A0D2X5H5|A0A0D2X5H5_CAPO3,8,18,SP
tr|A0A0D2X5H9|A0A0D2X5H9_CAPO3,6,22,TM
tr|A0A0D2X5J1|A0A0D2X5J1_CAPO3,1147,1165,TM
tr|A0A0D2X5J4|A0A0D2X5J4_CAPO3,55,76,TM
tr|A0A0D2X5J6|A0A0D2X5J6_CAPO3,17,35,TM
tr|A0A0D2X5J7|A0A0D2X5J7_CAPO3,198,219,TM
tr|A0A0D2X5K2|A0A0D2X5K2_CAPO3,4,15,SP
tr|A0A0D2X5L2|A0A0D2X5L2_CAPO3,481,503,TM
tr|A0A0D2X5L4|A0A0D2X5L4_CAPO3,615,639,TM
tr|A0A0D2X5L5|A0A0D2X5L5_CAPO3,446,470,TM
tr|A0A0D2X5M6|A0A0D2X5M6_CAPO3,1319,1343,TM
tr|A0A0D2X5N9|A0A0D2X5N9_CAPO3,13,23,SP
tr|A0A0D2X5P4|A0A0D2X5P4_CAPO3,15,36,TM
tr|A0A0D2X5Q2|A0A0D2X5Q2_CAPO3,772,796,TM
tr|A0A0D2X5R0|A0A0D2X5R0_CAPO3,2,12,SP
tr|A0A0D2X5R1|A0A0D2X5R1_CAPO3,120,143,TM
tr|A0A0D2X5T6|A0A0D2X5T6_CAPO3,21,47,TM
tr|A0A0D2X5U3|A0A0D2X5U3_CAPO3,3,14,SP
tr|A0A0D2X5V2|A0A0D2X5V2_CAPO3,6,13,SP
tr|E9C1L4|E9C1L4_CAPO3,645,668,TM
tr|E9C7C1|E9C7C1_CAPO3,20,39,TM
tr|E9CI05|E9CI05_CAPO3,1113,1135,TM
tr|A0A0D2TZG2|A0A0D2TZG2_CAPO3,84,108,TM
tr|A0A0D2TZH1|A0A0D2TZH1_CAPO3,2,9,SP
tr|A0A0D2TZN9|A0A0D2TZN9_CAPO3,7,18,SP
tr|A0A0D2TZP4|A0A0D2TZP4_CAPO3,1546,1565,TM
tr|A0A0D2TZQ1|A0A0D2TZQ1_CAPO3,11,18,SP
tr|A0A0D2TZT1|A0A0D2TZT1_CAPO3,15,34,TM
tr|A0A0D2TZT7|A0A0D2TZT7_CAPO3,8,15,SP
tr|A0A0D2TZU4|A0A0D2TZU4_CAPO3,291,315,TM
tr|A0A0D2TZU9|A0A0D2TZU9_CAPO3,16,27,SP
tr|A0A0D2TZW3|A0A0D2TZW3_CAPO3,70,93,TM
tr|A0A0D2TZZ6|A0A0D2TZZ6_CAPO3,10,21,SP
tr|A0A0D2U077|A0A0D2U077_CAPO3,2172,2193,TM
tr|A0A0D2U0F3|A0A0D2U0F3_CAPO3,6,25,TM
tr|A0A0D2U0H7|A0A0D2U0H7_CAPO3,6,17,SP
tr|A0A0D2U0I7|A0A0D2U0I7_CAPO3,7,15,SP
tr|A0A0D2U0J1|A0A0D2U0J1_CAPO3,8,16,SP
tr|A0A0D2U0L1|A0A0D2U0L1_CAPO3,5,16,SP
tr|A0A0D2U0M0|A0A0D2U0M0_CAPO3,4,22,SP
tr|A0A0D2U0T6|A0A0D2U0T6_CAPO3,32,54,TM
tr|A0A0D2U101|A0A0D2U101_CAPO3,11,22,SP
tr|A0A0D2U121|A0A0D2U121_CAPO3,968,990,TM
tr|A0A0D2U129|A0A0D2U129_CAPO3,6,17,SP
tr|A0A0D2U178|A0A0D2U178_CAPO3,45,62,TM
tr|A0A0D2U192|A0A0D2U192_CAPO3,2,10,SP
tr|A0A0D2U1A3|A0A0D2U1A3_CAPO3,3,11,SP
tr|A0A0D2U1B4|A0A0D2U1B4_CAPO3,2,9,SP
tr|A0A0D2U1B9|A0A0D2U1B9_CAPO3,6,16,SP
tr|A0A0D2U1F7|A0A0D2U1F7_CAPO3,203,225,TM
tr|A0A0D2U1J0|A0A0D2U1J0_CAPO3,7,29,TM
tr|A0A0D2U1T1|A0A0D2U1T1_CAPO3,5,13,SP
tr|A0A0D2U1T3|A0A0D2U1T3_CAPO3,5,16,SP
tr|A0A0D2U1T6|A0A0D2U1T6_CAPO3,8,16,SP
tr|A0A0D2U1T8|A0A0D2U1T8_CAPO3,347,365,TM
tr|A0A0D2U1U5|A0A0D2U1U5_CAPO3,312,333,TM
tr|A0A0D2U1W2|A0A0D2U1W2_CAPO3,34,56,TM
tr|A0A0D2U1W8|A0A0D2U1W8_CAPO3,38,59,TM
tr|A0A0D2U1Z9|A0A0D2U1Z9_CAPO3,4,15,SP
tr|A0A0D2U243|A0A0D2U243_CAPO3,86,105,TM
tr|A0A0D2U259|A0A0D2U259_CAPO3,5,16,SP
tr|A0A0D2U298|A0A0D2U298_CAPO3,80,97,TM
tr|A0A0D2U2F1|A0A0D2U2F1_CAPO3,36,54,TM
tr|A0A0D2U2M2|A0A0D2U2M2_CAPO3,63,84,TM
tr|A0A0D2U2Q2|A0A0D2U2Q2_CAPO3,3,13,SP
tr|A0A0D2U2Y0|A0A0D2U2Y0_CAPO3,39,64,TM
tr|A0A0D2U2Y4|A0A0D2U2Y4_CAPO3,22,32,SP
tr|A0A0D2U325|A0A0D2U325_CAPO3,20,45,TM
tr|A0A0D2U331|A0A0D2U331_CAPO3,158,177,TM
tr|A0A0D2U337|A0A0D2U337_CAPO3,29,49,TM
tr|A0A0D2U389|A0A0D2U389_CAPO3,63,81,TM
tr|A0A0D2U398|A0A0D2U398_CAPO3,250,283,TM
tr|A0A0D2U3C0|A0A0D2U3C0_CAPO3,249,268,TM
tr|A0A0D2U3C3|A0A0D2U3C3_CAPO3,597,618,TM
tr|A0A0D2U3C6|A0A0D2U3C6_CAPO3,10,18,SP
tr|A0A0D2U3F6|A0A0D2U3F6_CAPO3,23,45,TM
tr|A0A0D2U3G2|A0A0D2U3G2_CAPO3,8,20,SP
tr|A0A0D2U3G7|A0A0D2U3G7_CAPO3,36,55,TM
tr|A0A0D2U3H9|A0A0D2U3H9_CAPO3,80,100,TM
tr|A0A0D2U3I7|A0A0D2U3I7_CAPO3,7,35,TM
tr|A0A0D2U3J3|A0A0D2U3J3_CAPO3,11,22,SP
tr|A0A0D2U3L9|A0A0D2U3L9_CAPO3,382,403,TM
tr|A0A0D2U3P0|A0A0D2U3P0_CAPO3,23,45,TM
tr|A0A0D2U3S1|A0A0D2U3S1_CAPO3,7,15,SP
tr|A0A0D2U3X4|A0A0D2U3X4_CAPO3,3,11,SP
tr|A0A0D2U433|A0A0D2U433_CAPO3,2849,2869,TM
tr|A0A0D2U4A0|A0A0D2U4A0_CAPO3,119,140,TM
tr|A0A0D2U4C6|A0A0D2U4C6_CAPO3,52,70,TM
tr|A0A0D2U4E0|A0A0D2U4E0_CAPO3,6,28,TM
tr|A0A0D2U4E7|A0A0D2U4E7_CAPO3,7,18,SP
tr|A0A0D2U4H0|A0A0D2U4H0_CAPO3,5,15,SP
tr|A0A0D2U4W9|A0A0D2U4W9_CAPO3,39,62,TM
tr|A0A0D2U4X2|A0A0D2U4X2_CAPO3,20,38,TM
tr|A0A0D2U502|A0A0D2U502_CAPO3,18,29,SP
tr|A0A0D2U529|A0A0D2U529_CAPO3,500,522,TM
tr|A0A0D2U573|A0A0D2U573_CAPO3,915,939,TM
tr|A0A0D2U577|A0A0D2U577_CAPO3,2,13,SP
tr|A0A0D2U596|A0A0D2U596_CAPO3,11,23,SP
tr|A0A0D2U5B2|A0A0D2U5B2_CAPO3,6,17,SP
tr|A0A0D2U5C8|A0A0D2U5C8_CAPO3,412,434,TM
tr|A0A0D2U5E7|A0A0D2U5E7_CAPO3,20,41,TM
tr|A0A0D2U5F4|A0A0D2U5F4_CAPO3,6,29,TM
tr|A0A0D2U5H5|A0A0D2U5H5_CAPO3,395,417,TM
tr|A0A0D2U5L7|A0A0D2U5L7_CAPO3,2,11,SP
tr|A0A0D2U5Q3|A0A0D2U5Q3_CAPO3,4,12,SP
tr|A0A0D2U5U1|A0A0D2U5U1_CAPO3,182,203,TM
tr|A0A0D2U5Z8|A0A0D2U5Z8_CAPO3,278,297,TM
tr|A0A0D2U604|A0A0D2U604_CAPO3,700,718,TM
tr|A0A0D2U618|A0A0D2U618_CAPO3,27,50,TM
tr|A0A0D2U626|A0A0D2U626_CAPO3,35,55,TM
tr|A0A0D2U637|A0A0D2U637_CAPO3,34,56,TM
tr|A0A0D2U664|A0A0D2U664_CAPO3,31,42,SP
tr|A0A0D2U670|A0A0D2U670_CAPO3,340,362,TM
tr|A0A0D2U675|A0A0D2U675_CAPO3,62,85,TM
tr|A0A0D2U692|A0A0D2U692_CAPO3,320,338,TM
tr|A0A0D2U6B2|A0A0D2U6B2_CAPO3,6,27,TM
tr|A0A0D2U6B5|A0A0D2U6B5_CAPO3,3,13,SP
tr|A0A0D2U6E7|A0A0D2U6E7_CAPO3,10,24,SP
tr|A0A0D2U6J4|A0A0D2U6J4_CAPO3,508,529,TM
tr|A0A0D2U6M6|A0A0D2U6M6_CAPO3,2099,2125,TM
tr|A0A0D2U6N4|A0A0D2U6N4_CAPO3,441,460,TM
tr|A0A0D2U6P2|A0A0D2U6P2_CAPO3,418,440,TM
tr|A0A0D2U6Q3|A0A0D2U6Q3_CAPO3,54,72,TM
tr|A0A0D2U6R7|A0A0D2U6R7_CAPO3,8,19,SP
tr|A0A0D2U6W5|A0A0D2U6W5_CAPO3,15,26,SP
tr|A0A0D2U6X3|A0A0D2U6X3_CAPO3,53,73,TM
tr|A0A0D2U769|A0A0D2U769_CAPO3,1188,1208,TM
tr|A0A0D2U7F4|A0A0D2U7F4_CAPO3,2,10,SP
tr|A0A0D2U7P1|A0A0D2U7P1_CAPO3,12,34,TM
tr|A0A0D2U7V1|A0A0D2U7V1_CAPO3,8,16,SP
tr|A0A0D2U7V9|A0A0D2U7V9_CAPO3,201,223,TM
tr|A0A0D2U7Y1|A0A0D2U7Y1_CAPO3,22,40,TM
tr|A0A0D2U7Z0|A0A0D2U7Z0_CAPO3,3,13,SP
tr|A0A0D2U863|A0A0D2U863_CAPO3,10,20,SP
tr|A0A0D2U893|A0A0D2U893_CAPO3,12,25,SP
tr|A0A0D2U899|A0A0D2U899_CAPO3,635,653,TM
tr|A0A0D2U8C4|A0A0D2U8C4_CAPO3,4,15,SP
tr|A0A0D2U8M4|A0A0D2U8M4_CAPO3,2,13,SP
tr|A0A0D2U8N0|A0A0D2U8N0_CAPO3,1223,1243,TM
tr|A0A0D2U8N7|A0A0D2U8N7_CAPO3,54,72,TM
tr|A0A0D2U8P9|A0A0D2U8P9_CAPO3,2,13,SP
tr|A0A0D2U8R1|A0A0D2U8R1_CAPO3,835,856,TM
tr|A0A0D2U8V0|A0A0D2U8V0_CAPO3,12,22,SP
tr|A0A0D2U908|A0A0D2U908_CAPO3,35,56,TM
tr|A0A0D2U930|A0A0D2U930_CAPO3,501,526,TM
tr|A0A0D2U945|A0A0D2U945_CAPO3,975,995,TM
tr|A0A0D2U952|A0A0D2U952_CAPO3,58,79,TM
tr|A0A0D2U9B3|A0A0D2U9B3_CAPO3,402,424,TM
tr|A0A0D2U9D0|A0A0D2U9D0_CAPO3,2,9,SP
tr|A0A0D2U9D3|A0A0D2U9D3_CAPO3,44,59,SP
tr|A0A0D2U9E6|A0A0D2U9E6_CAPO3,14,21,SP
tr|A0A0D2U9E9|A0A0D2U9E9_CAPO3,641,660,TM
tr|A0A0D2U9G6|A0A0D2U9G6_CAPO3,116,137,TM
tr|A0A0D2U9H0|A0A0D2U9H0_CAPO3,243,263,TM
tr|A0A0D2U9H3|A0A0D2U9H3_CAPO3,724,748,TM
tr|A0A0D2U9H6|A0A0D2U9H6_CAPO3,560,586,TM
tr|A0A0D2U9H9|A0A0D2U9H9_CAPO3,12,29,TM
tr|A0A0D2U9M5|A0A0D2U9M5_CAPO3,4,15,SP
tr|A0A0D2U9N0|A0A0D2U9N0_CAPO3,24,50,TM
tr|A0A0D2U9S0|A0A0D2U9S0_CAPO3,7,27,TM
tr|A0A0D2U9T2|A0A0D2U9T2_CAPO3,5,13,SP
tr|A0A0D2U9U6|A0A0D2U9U6_CAPO3,292,311,TM
tr|A0A0D2UA00|A0A0D2UA00_CAPO3,5,14,SP
tr|A0A0D2UA11|A0A0D2UA11_CAPO3,4,12,SP
tr|A0A0D2UA73|A0A0D2UA73_CAPO3,4,11,SP
tr|A0A0D2UA85|A0A0D2UA85_CAPO3,9,29,TM
tr|A0A0D2UAA5|A0A0D2UAA5_CAPO3,2,17,SP
tr|A0A0D2UAE2|A0A0D2UAE2_CAPO3,12,20,SP
tr|A0A0D2UAE7|A0A0D2UAE7_CAPO3,6,15,SP
tr|A0A0D2UAK4|A0A0D2UAK4_CAPO3,684,707,TM
tr|A0A0D2UAP9|A0A0D2UAP9_CAPO3,33,53,TM
tr|A0A0D2UAT9|A0A0D2UAT9_CAPO3,7,26,TM
tr|A0A0D2UAU8|A0A0D2UAU8_CAPO3,7,18,SP
tr|A0A0D2UAV3|A0A0D2UAV3_CAPO3,9,24,SP
tr|A0A0D2UAX3|A0A0D2UAX3_CAPO3,2,10,SP
tr|A0A0D2UB05|A0A0D2UB05_CAPO3,497,525,TM
tr|A0A0D2UB17|A0A0D2UB17_CAPO3,153,174,TM
tr|A0A0D2UB74|A0A0D2UB74_CAPO3,1406,1428,TM
tr|A0A0D2UB93|A0A0D2UB93_CAPO3,12,23,SP
tr|A0A0D2UBB2|A0A0D2UBB2_CAPO3,33,56,TM
tr|A0A0D2UBB9|A0A0D2UBB9_CAPO3,381,407,TM
tr|A0A0D2UBC5|A0A0D2UBC5_CAPO3,386,408,TM
tr|A0A0D2UBD0|A0A0D2UBD0_CAPO3,134,154,TM
tr|A0A0D2UBH3|A0A0D2UBH3_CAPO3,21,39,TM
tr|A0A0D2UBK1|A0A0D2UBK1_CAPO3,29,50,TM
tr|A0A0D2UBN5|A0A0D2UBN5_CAPO3,71,89,TM
tr|A0A0D2UBN9|A0A0D2UBN9_CAPO3,102,123,TM
tr|A0A0D2UBP7|A0A0D2UBP7_CAPO3,242,259,TM
tr|A0A0D2UBS7|A0A0D2UBS7_CAPO3,13,24,SP
tr|A0A0D2UBV3|A0A0D2UBV3_CAPO3,248,270,TM
tr|A0A0D2UBV9|A0A0D2UBV9_CAPO3,1744,1761,TM
tr|A0A0D2UC17|A0A0D2UC17_CAPO3,7,18,SP
tr|A0A0D2UC23|A0A0D2UC23_CAPO3,108,140,TM
tr|A0A0D2UC54|A0A0D2UC54_CAPO3,3,10,SP
tr|A0A0D2UC62|A0A0D2UC62_CAPO3,409,430,TM
tr|A0A0D2UCA6|A0A0D2UCA6_CAPO3,7,27,TM
tr|A0A0D2UCE3|A0A0D2UCE3_CAPO3,41,62,TM
tr|A0A0D2UCF1|A0A0D2UCF1_CAPO3,2,10,SP
tr|A0A0D2UCG9|A0A0D2UCG9_CAPO3,1284,1302,TM
