"seqid","window_length","window_start","window_end","window_type","window_origin","KD_hydropathy","KD_max_hydropathy","rose_hydropathy","rose_max_hydropathy"
"YFL020C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YHR001W-A",18,30,48,"TM","phobius",42.0111111111111,2.21111111111111,15.39,0.81
"YDR107C",11,4,15,"SP","phobius",22.8,1.9,9.94666666666667,0.828888888888889
"YJL193W",18,12,30,"TM","phobius",43.0666666666667,2.26666666666667,15.9811111111111,0.841111111111111
"YDL119C",22,12,34,"TM","phobius",41.1444444444444,1.78888888888889,18.4511111111111,0.802222222222222
"YIL046W-A",33,17,50,"TM","phobius",114.088888888889,3.35555555555556,29.3911111111111,0.864444444444445
"YAR028W",19,40,59,"TM","phobius",74,3.7,17.4222222222222,0.871111111111111
"YDR481C",19,34,53,"TM","phobius",68,3.4,16.9777777777778,0.848888888888889
"YJR106W",19,21,40,"TM","phobius",65.5555555555556,3.27777777777778,16.9555555555556,0.847777777777778
"YHR009C",18,23,41,"TM","phobius",53.2,2.8,15.6222222222222,0.822222222222222
"YLR461W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YMR101C",19,32,51,"TM","phobius",36,1.8,16.1111111111111,0.805555555555556
"YKR105C",23,34,57,"TM","phobius",62.1333333333333,2.58888888888889,19.4933333333333,0.812222222222222
"YDR135C",18,36,54,"TM","phobius",45.8111111111111,2.41111111111111,15.6433333333333,0.823333333333333
"YDL218W",8,4,12,"SP","phobius",20.8,2.31111111111111,7.27,0.807777777777778
"YCL005W-A",19,6,25,"TM","phobius",60.4444444444444,3.02222222222222,16.6222222222222,0.831111111111111
"YKL034W",11,8,19,"SP","phobius",46.8,3.9,10.4533333333333,0.871111111111111
"YKR013W",7,6,13,"SP","phobius",15.4666666666667,1.93333333333333,6.08,0.76
"YBR126W-A",21,23,44,"TM","phobius",67.4666666666667,3.06666666666667,18.5777777777778,0.844444444444445
"YBL089W",20,33,53,"TM","phobius",54.8333333333333,2.61111111111111,17.4533333333333,0.831111111111111
"YDR349C",10,3,13,"SP","phobius",25.7888888888889,2.34444444444444,9.35,0.85
"YJR139C",19,6,25,"TM","phobius",53.5555555555556,2.67777777777778,16.0888888888889,0.804444444444445
"YDL212W",20,7,27,"TM","phobius",39.9,1.9,17.08,0.813333333333333
"YNL184C",18,40,58,"TM","phobius",44.5444444444444,2.34444444444444,16.2133333333333,0.853333333333333
"YLR087C",30,26,56,"TM","phobius",94.3777777777778,3.04444444444444,26.35,0.85
"YNL066W",11,3,14,"SP","phobius",17.4666666666667,1.45555555555556,9.2,0.766666666666667
"YCL048W-A",7,6,13,"SP","phobius",20.5333333333333,2.56666666666667,6.39111111111111,0.798888888888889
"YIL029C",19,31,50,"TM","phobius",44.2222222222222,2.21111111111111,16.2888888888889,0.814444444444444
"YDL180W",18,21,39,"TM","phobius",50.2444444444444,2.64444444444444,15.58,0.82
"YPL244C",18,7,25,"TM","phobius",51.9333333333333,2.73333333333333,15.7911111111111,0.831111111111111
"YKL220C",11,4,15,"SP","phobius",35.6,2.96666666666667,10,0.833333333333333
"YGR026W",24,31,55,"TM","phobius",70.2777777777778,2.81111111111111,20.9166666666667,0.836666666666667
"YGR079W",17,12,29,"TM","phobius",57.4,3.18888888888889,15.42,0.856666666666667
"YDL130W",8,4,12,"SP","phobius",25.7,2.85555555555556,7.39,0.821111111111111
"YKL027W",22,6,28,"TM","phobius",49.0666666666667,2.13333333333333,18.3233333333333,0.796666666666667
"YBR139W",10,6,16,"SP","phobius",33.4888888888889,3.04444444444444,9.16666666666667,0.833333333333333
"YDR057W",10,8,18,"SP","phobius",24.9333333333333,2.26666666666667,8.61666666666667,0.783333333333333
"YLR265C",20,27,47,"TM","phobius",70.7,3.36666666666667,17.6166666666667,0.838888888888889
"YIL016W",19,20,39,"TM","phobius",72.2222222222222,3.61111111111111,16.7333333333333,0.836666666666667
"YOL052C-A",11,6,17,"SP","phobius",30.9333333333333,2.57777777777778,9.73333333333333,0.811111111111111
"YPL098C",22,21,43,"TM","phobius",54.1777777777778,2.35555555555556,18.86,0.82
"YER017C",7,14,21,"SP","phobius",4.97777777777778,0.622222222222222,5.88444444444444,0.735555555555556
"YGL126W",11,8,19,"SP","phobius",32.2666666666667,2.68888888888889,9.84,0.82
"YBR200W-A",10,24,34,"SP","phobius",24.0777777777778,2.18888888888889,8.94666666666667,0.813333333333333
"YJR150C",10,4,14,"SP","phobius",33.8555555555556,3.07777777777778,8.87333333333333,0.806666666666667
"YIL173W",10,6,16,"SP","phobius",31.6555555555556,2.87777777777778,9.39888888888889,0.854444444444444
"YNR076W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YNL334C",7,3,10,"SP","phobius",22.5777777777778,2.82222222222222,6.50666666666667,0.813333333333333
"YOR389W",11,8,19,"SP","phobius",42.5333333333333,3.54444444444444,10.2,0.85
"YGL089C",11,3,14,"SP","phobius",33.0666666666667,2.75555555555556,9.84,0.82
"YER145C",26,6,32,"TM","phobius",90.6,3.35555555555556,22.38,0.828888888888889
"YCR089W",10,4,14,"SP","phobius",22.8555555555556,2.07777777777778,8.8,0.8
"YKL065W-A",17,37,54,"TM","phobius",49.2,2.73333333333333,14.84,0.824444444444444
"YDL164C",7,4,11,"SP","phobius",13.3333333333333,1.66666666666667,6.26666666666667,0.783333333333333
"YOR008C",10,6,16,"SP","phobius",34.5888888888889,3.14444444444444,9.02,0.82
"YBR229C",11,6,17,"SP","phobius",26.5333333333333,2.21111111111111,10.08,0.84
"YEL027W",23,7,30,"TM","phobius",56.5333333333333,2.35555555555556,19.44,0.81
"YHR110W",10,5,15,"SP","phobius",27.6222222222222,2.51111111111111,9.30111111111111,0.845555555555556
"YJL062W-A",19,30,49,"TM","phobius",48.2222222222222,2.41111111111111,16.1111111111111,0.805555555555556
"YCL043C",11,6,17,"SP","phobius",23.7333333333333,1.97777777777778,9.45333333333333,0.787777777777778
"YLR057W",11,17,28,"SP","phobius",34.5333333333333,2.87777777777778,9.90666666666666,0.825555555555555
"YOR288C",7,9,16,"SP","phobius",20.1777777777778,2.52222222222222,6.54222222222222,0.817777777777778
"YBR090C",17,12,29,"TM","phobius",48,2.66666666666667,15.22,0.845555555555556
"YBR004C",19,6,25,"TM","phobius",46.4444444444444,2.32222222222222,16.3555555555556,0.817777777777778
"YPR004C",5,4,9,"SP","phobius",10.2666666666667,1.71111111111111,4.63333333333333,0.772222222222222
"YOL039W",7,3,10,"SP","phobius",14.0444444444444,1.75555555555556,6.24888888888889,0.781111111111111
"YDR182W",18,42,60,"TM","phobius",47.9222222222222,2.52222222222222,16.0233333333333,0.843333333333333
"YGR227W",20,36,56,"TM","phobius",60.4333333333333,2.87777777777778,17.5233333333333,0.834444444444444
"YJL133C-A",10,8,18,"SP","phobius",15.6444444444444,1.42222222222222,8.12777777777778,0.738888888888889
"YOR154W",16,6,22,"TM","phobius",43.8222222222222,2.57777777777778,14.1666666666667,0.833333333333333
"YER154W",7,8,15,"SP","phobius",6.75555555555556,0.844444444444445,5.98222222222222,0.747777777777778
"YFL068W",19,39,58,"TM","phobius",44.8888888888889,2.24444444444444,16.4888888888889,0.824444444444444
"YPR128C",10,2,12,"SP","phobius",16.3777777777778,1.48888888888889,8.38444444444444,0.762222222222222
"YDR503C",17,16,33,"TM","phobius",50.6,2.81111111111111,15.1,0.838888888888889
"YDL070W",7,11,18,"SP","phobius",8.17777777777778,1.02222222222222,6.11555555555556,0.764444444444444
"YMR040W",21,6,27,"TM","phobius",76.0222222222222,3.45555555555556,18.6755555555556,0.848888888888889
"YPR033C",8,23,31,"SP","phobius",6.1,0.677777777777778,6.61,0.734444444444445
"Q0075",19,20,39,"TM","phobius",27.7777777777778,1.38888888888889,16.0444444444444,0.802222222222222
"YDR003W",18,38,56,"TM","phobius",69.6666666666667,3.66666666666667,16.6144444444444,0.874444444444444
"YOR247W",10,4,14,"SP","phobius",31.1666666666667,2.83333333333333,9.16666666666667,0.833333333333333
"YJL052C-A",7,7,14,"SP","phobius",7.73333333333333,0.966666666666666,6.48888888888889,0.811111111111111
"YLR413W",15,5,20,"SP","phobius",47.8222222222222,2.98888888888889,13.2444444444444,0.827777777777778
"YNL237W",11,15,26,"SP","phobius",39.0666666666667,3.25555555555556,10.3333333333333,0.861111111111111
"YGL236C",8,4,12,"SP","phobius",8.8,0.977777777777778,6.85,0.761111111111111
"YKL063C",18,37,55,"TM","phobius",65.4444444444444,3.44444444444444,16.3611111111111,0.861111111111111
"YDR367W",19,12,31,"TM","phobius",50.8888888888889,2.54444444444444,16.1777777777778,0.808888888888889
"YMR171C",19,41,60,"TM","phobius",62,3.1,16.7333333333333,0.836666666666667
"YKL141W",8,14,22,"SP","phobius",11.5,1.27777777777778,6.73,0.747777777777778
"YAL058W",10,7,17,"SP","phobius",23.9555555555556,2.17777777777778,9.00777777777778,0.818888888888889
"YHR007C",20,31,51,"TM","phobius",62.3,2.96666666666667,17.57,0.836666666666667
"YMR134W",20,36,56,"TM","phobius",62.3,2.96666666666667,17.4533333333333,0.831111111111111
"YPL234C",23,13,36,"TM","phobius",56.5333333333333,2.35555555555556,19.36,0.806666666666667
"YOR032W-A",20,12,32,"TM","phobius",41.5333333333333,1.97777777777778,17.0333333333333,0.811111111111111
"YLL015W",20,24,44,"TM","phobius",52.5,2.5,17.29,0.823333333333333
"YER150W",11,7,18,"SP","phobius",25.4666666666667,2.12222222222222,9.4,0.783333333333333
"YLR050C",21,12,33,"TM","phobius",47.9111111111111,2.17777777777778,18.3333333333333,0.833333333333333
"YDR105C",22,6,28,"TM","phobius",43.9555555555556,1.91111111111111,18.6811111111111,0.812222222222222
"YHL050C",19,36,55,"TM","phobius",42.2222222222222,2.11111111111111,16.1777777777778,0.808888888888889
"YMR149W",11,7,18,"SP","phobius",32.2666666666667,2.68888888888889,9.88,0.823333333333333
"YDR261C",11,6,17,"SP","phobius",32.9333333333333,2.74444444444444,10.0133333333333,0.834444444444444
"YKR103W",19,30,49,"TM","phobius",53.3333333333333,2.66666666666667,16.5777777777778,0.828888888888889
"YFR006W",18,6,24,"TM","phobius",51.9333333333333,2.73333333333333,15.77,0.83
"YHR042W",18,6,24,"TM","phobius",59.7444444444444,3.14444444444444,15.7911111111111,0.831111111111111
"YMR315W-A",7,13,20,"SP","phobius",16.1777777777778,2.02222222222222,6.31111111111111,0.788888888888889
"YGR105W",20,12,32,"TM","phobius",56.2333333333333,2.67777777777778,17.3133333333333,0.824444444444444
"YFR039C",11,7,18,"SP","phobius",36,3,9.93333333333333,0.827777777777778
"YIL039W",18,9,27,"TM","phobius",42.8555555555556,2.25555555555556,15.3055555555556,0.805555555555556
"YHR139C",11,3,14,"SP","phobius",32.1333333333333,2.67777777777778,9.8,0.816666666666667
"YLR207W",10,2,12,"SP","phobius",33.7333333333333,3.06666666666667,9.43555555555556,0.857777777777778
"YAR023C",11,4,15,"SP","phobius",38.4,3.2,10.1333333333333,0.844444444444444
"YLR389C",11,3,14,"SP","phobius",21.0666666666667,1.75555555555556,9.2,0.766666666666667
"YGR146C-A",11,9,20,"SP","phobius",22.4,1.86666666666667,9.76,0.813333333333333
"YBR005W",20,40,60,"TM","phobius",77.2333333333333,3.67777777777778,18.1766666666667,0.865555555555556
"YIL155C",7,9,16,"SP","phobius",12.5333333333333,1.56666666666667,6,0.75
"YDR056C",7,5,12,"SP","phobius",23.2888888888889,2.91111111111111,6.60444444444444,0.825555555555555
"YNR028W",10,4,14,"SP","phobius",23.7111111111111,2.15555555555556,9.11777777777778,0.828888888888889
"YJR117W",22,13,35,"TM","phobius",50.8555555555555,2.21111111111111,18.2722222222222,0.794444444444445
"YFL060C",7,3,10,"SP","phobius",22.5777777777778,2.82222222222222,6.50666666666667,0.813333333333333
"YLL005C",21,35,56,"TM","phobius",54.2666666666667,2.46666666666667,18.3088888888889,0.832222222222222
"YGL228W",11,7,18,"SP","phobius",29.6,2.46666666666667,9.69333333333333,0.807777777777778
"YDR018C",24,27,51,"TM","phobius",74.1666666666667,2.96666666666667,20.8333333333333,0.833333333333333
"YPR010C-A",19,24,43,"TM","phobius",57.3333333333333,2.86666666666667,16.4666666666667,0.823333333333333
"YIR020C",22,20,42,"TM","phobius",66.7,2.9,19.2433333333333,0.836666666666667
"YKR016W",18,38,56,"TM","phobius",30.1888888888889,1.58888888888889,14.9466666666667,0.786666666666667
"YJL097W",22,12,34,"TM","phobius",52.3888888888889,2.27777777777778,18.7066666666667,0.813333333333333
"YAL055W",20,12,32,"TM","phobius",55.3,2.63333333333333,16.87,0.803333333333333
"YDL174C",17,43,60,"TM","phobius",33.2,1.84444444444444,14.24,0.791111111111111
"YJR073C",17,23,40,"TM","phobius",34.6,1.92222222222222,14.6,0.811111111111111
"YIL088C",21,35,56,"TM","phobius",66.9777777777778,3.04444444444444,18.1622222222222,0.825555555555555
"YKL178C",21,33,54,"TM","phobius",61.3555555555556,2.78888888888889,18.2844444444444,0.831111111111111
"YJR161C",21,36,57,"TM","phobius",48.6444444444444,2.21111111111111,18.3333333333333,0.833333333333333
"YKR067W",20,35,55,"TM","phobius",50.8666666666667,2.42222222222222,17.4066666666667,0.828888888888889
"YPL130W",10,5,15,"SP","phobius",25.4222222222222,2.31111111111111,8.72666666666667,0.793333333333333
"YCL009C",11,13,24,"SP","phobius",18.8,1.56666666666667,9.30666666666667,0.775555555555556
"YDR534C",11,3,14,"SP","phobius",28.8,2.4,9.56,0.796666666666667
"YDL121C",20,6,26,"TM","phobius",80.2666666666667,3.82222222222222,17.9666666666667,0.855555555555556
"YCR069W",10,6,16,"SP","phobius",28.8444444444444,2.62222222222222,9.16666666666667,0.833333333333333
"YKL004W",15,45,60,"TM","phobius",41.4222222222222,2.58888888888889,13.2622222222222,0.828888888888889
"YOL031C",8,4,12,"SP","phobius",24.3,2.7,7.33,0.814444444444444
"YKL207W",19,6,25,"TM","phobius",56.6666666666667,2.83333333333333,16.5111111111111,0.825555555555555
"YGL032C",10,3,13,"SP","phobius",29.5777777777778,2.68888888888889,8.98333333333333,0.816666666666667
"YOL060C",21,16,37,"TM","phobius",47.4222222222222,2.15555555555556,18.4066666666667,0.836666666666667
"YJL208C",8,5,13,"SP","phobius",22.3,2.47777777777778,7.24,0.804444444444444
"YNL158W",11,7,18,"SP","phobius",36.2666666666667,3.02222222222222,10.16,0.846666666666667
"YFL011W",19,39,58,"TM","phobius",53.3333333333333,2.66666666666667,16.7333333333333,0.836666666666667
"YKR042W",8,3,11,"SP","phobius",19,2.11111111111111,6.94,0.771111111111111
"YJL223C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YMR182W-A",10,5,15,"SP","phobius",25.6666666666667,2.33333333333333,9.08111111111111,0.825555555555555
"YJL104W",11,6,17,"SP","phobius",23.6,1.96666666666667,9.54666666666667,0.795555555555556
"Q0080",25,15,40,"TM","phobius",84.3555555555556,3.24444444444444,21.9266666666667,0.843333333333333
"YDL144C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.64,0.803333333333333
"YCR075C",22,6,28,"TM","phobius",46,2,18.3233333333333,0.796666666666667
"YHR147C",7,8,15,"SP","phobius",7.55555555555556,0.944444444444444,6.13333333333333,0.766666666666667
"YPL162C",22,12,34,"TM","phobius",70.7888888888889,3.07777777777778,19.0388888888889,0.827777777777778
"YML027W",9,8,17,"SP","phobius",14.5555555555556,1.45555555555556,7.63333333333333,0.763333333333333
"YDL237W",17,7,24,"TM","phobius",51.6,2.86666666666667,14.96,0.831111111111111
"YBR040W",21,20,41,"TM","phobius",83.8444444444444,3.81111111111111,19.0666666666667,0.866666666666667
"YJL132W",12,8,20,"SP","phobius",36.9777777777778,2.84444444444444,10.9633333333333,0.843333333333333
"YIR022W",10,10,20,"SP","phobius",26.8888888888889,2.44444444444444,9.10555555555555,0.827777777777778
"YLL006W-A",28,12,40,"TM","phobius",75.7222222222222,2.61111111111111,24.4888888888889,0.844444444444444
"YCR104W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YPR098C",20,12,32,"TM","phobius",41.3,1.96666666666667,17.2666666666667,0.822222222222222
"YEL004W",9,7,16,"SP","phobius",21.7777777777778,2.17777777777778,8.3,0.83
"YPR124W",8,40,48,"SP","phobius",8.2,0.911111111111111,6.77,0.752222222222222
"YMR221C",20,12,32,"TM","phobius",52.9666666666667,2.52222222222222,17.8966666666667,0.852222222222222
"YLR443W",21,26,47,"TM","phobius",58.1777777777778,2.64444444444444,17.8688888888889,0.812222222222222
"YKL187C",24,14,38,"TM","phobius",77.5,3.1,21.0833333333333,0.843333333333333
"YPL189C-A",19,12,31,"TM","phobius",54.2222222222222,2.71111111111111,16.0666666666667,0.803333333333333
"YDR072C",21,24,45,"TM","phobius",47.1777777777778,2.14444444444444,18.04,0.82
"YER011W",10,6,16,"SP","phobius",30.0666666666667,2.73333333333333,8.78777777777778,0.798888888888889
"YMR008C",11,6,17,"SP","phobius",29.2,2.43333333333333,9.48,0.79
"YKL096W-A",11,4,15,"SP","phobius",31.7333333333333,2.64444444444444,9.58666666666667,0.798888888888889
"YHR079C",10,9,19,"SP","phobius",36.1777777777778,3.28888888888889,9.31333333333333,0.846666666666667
"YMR095C",11,15,26,"SP","phobius",26.5333333333333,2.21111111111111,9.50666666666667,0.792222222222222
"YNL219C",11,5,16,"SP","phobius",39.0666666666667,3.25555555555556,10.0266666666667,0.835555555555555
"YMR266W",19,27,46,"TM","phobius",72,3.6,17.0666666666667,0.853333333333333
"YHR173C",8,2,10,"SP","phobius",18.8,2.08888888888889,7.63,0.847777777777778
"YBR201C-A",17,25,42,"TM","phobius",35.2,1.95555555555556,14.56,0.808888888888889
"YOL159C",11,4,15,"SP","phobius",29.8666666666667,2.48888888888889,10.0133333333333,0.834444444444445
"YEL001C",10,6,16,"SP","phobius",19.8,1.8,8.81222222222222,0.801111111111111
"YLR037C",11,4,15,"SP","phobius",32.2666666666667,2.68888888888889,9.54666666666667,0.795555555555556
"YIL140W",11,6,17,"SP","phobius",26.6666666666667,2.22222222222222,9.72,0.81
"YMR244W",11,6,17,"SP","phobius",29.7333333333333,2.47777777777778,9.66666666666667,0.805555555555556
"Q0055",21,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889
"YGL104C",19,27,46,"TM","phobius",52.4444444444444,2.62222222222222,16.3555555555556,0.817777777777778
"YPL189W",8,6,14,"SP","phobius",16.4,1.82222222222222,7.58,0.842222222222222
"YDR366C",20,6,26,"TM","phobius",75.6,3.6,18.2,0.866666666666667
"Q0065",21,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889
"YDR284C",16,21,37,"TM","phobius",63.8444444444444,3.75555555555556,14.6955555555556,0.864444444444444
"YJL143W",23,12,35,"TM","phobius",45.8666666666667,1.91111111111111,19.3866666666667,0.807777777777778
"YHL042W",11,24,35,"SP","phobius",41.4666666666667,3.45555555555556,10.2133333333333,0.851111111111111
"YBR205W",11,28,39,"SP","phobius",39.2,3.26666666666667,10.16,0.846666666666667
"YML018C",23,15,38,"TM","phobius",79.7333333333333,3.32222222222222,20.2666666666667,0.844444444444444
"YLR138W",21,12,33,"TM","phobius",49.8666666666667,2.26666666666667,17.9177777777778,0.814444444444445
"YLR456W",21,20,41,"TM","phobius",39.3555555555556,1.78888888888889,18.04,0.82
"YPL134C",20,12,32,"TM","phobius",41.0666666666667,1.95555555555556,16.6833333333333,0.794444444444445
"YNL217W",18,12,30,"TM","phobius",63.5444444444444,3.34444444444444,16.34,0.86
"YML030W",19,33,52,"TM","phobius",44.6666666666667,2.23333333333333,16.1333333333333,0.806666666666667
"YDL046W",10,7,17,"SP","phobius",28.2333333333333,2.56666666666667,9.04444444444444,0.822222222222222
"YJL078C",10,4,14,"SP","phobius",34.1,3.1,9.16666666666667,0.833333333333333
"YEL017C-A",24,6,30,"TM","phobius",87.7777777777778,3.51111111111111,21.2222222222222,0.848888888888889
"YHL026C",29,20,49,"TM","phobius",95.3333333333333,3.17777777777778,25.8333333333333,0.861111111111111
"YCR028C",18,29,47,"TM","phobius",57.2111111111111,3.01111111111111,16.0444444444444,0.844444444444444
"YER058W",10,7,17,"SP","phobius",26.1555555555556,2.37777777777778,8.84888888888889,0.804444444444445
"YNR059W",15,11,26,"SP","phobius",44.6222222222222,2.78888888888889,13.0488888888889,0.815555555555556
"YLR066W",19,15,34,"TM","phobius",66.6666666666667,3.33333333333333,17.0222222222222,0.851111111111111
"YDL232W",21,7,28,"TM","phobius",70.4,3.2,18.6022222222222,0.845555555555556
"YOL013C",17,12,29,"TM","phobius",51,2.83333333333333,15,0.833333333333333
"YAL008W",19,40,59,"TM","phobius",37.5555555555556,1.87777777777778,16.1333333333333,0.806666666666667
"YPR170W-B",19,12,31,"TM","phobius",60,3,16.5555555555556,0.827777777777778
"YDR304C",11,6,17,"SP","phobius",32.1333333333333,2.67777777777778,10.0933333333333,0.841111111111111
"YDR033W",20,35,55,"TM","phobius",56.4666666666667,2.68888888888889,17.8966666666667,0.852222222222222
"YOR097C",21,21,42,"TM","phobius",45.2222222222222,2.05555555555556,17.9911111111111,0.817777777777778
"YNL320W",8,9,17,"SP","phobius",21.3,2.36666666666667,7.32,0.813333333333333
"YML052W",22,7,29,"TM","phobius",76.4111111111111,3.32222222222222,19.3966666666667,0.843333333333333
"YHL046C",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YJL062W",11,8,19,"SP","phobius",42.1333333333333,3.51111111111111,10.2133333333333,0.851111111111111
"YEL033W",18,15,33,"TM","phobius",48.5555555555556,2.55555555555556,16.15,0.85
"YGL258W",11,3,14,"SP","phobius",31.8666666666667,2.65555555555556,9.96,0.83
"YML061C",10,18,28,"SP","phobius",18.4555555555556,1.67777777777778,8.83666666666667,0.803333333333333
"YJL139C",19,6,25,"TM","phobius",47.5555555555556,2.37777777777778,16.8,0.84
"Q0045",21,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889
"YPR037C",17,9,26,"TM","phobius",48.6,2.7,15.02,0.834444444444444
"YHR098C",10,6,16,"SP","phobius",24.5666666666667,2.23333333333333,8.53111111111111,0.775555555555556
"YLR103C",22,27,49,"TM","phobius",56.7333333333333,2.46666666666667,18.9877777777778,0.825555555555556
"YCL045C",9,8,17,"SP","phobius",31.7777777777778,3.17777777777778,8.52222222222222,0.852222222222222
"Q0070",21,15,36,"TM","phobius",59.4,2.7,18.4555555555556,0.838888888888889
"YIR021W-A",21,15,36,"TM","phobius",70.6444444444444,3.21111111111111,18.26,0.83
"YGL259W",10,3,13,"SP","phobius",24.5666666666667,2.23333333333333,8.72666666666667,0.793333333333333
"YBR207W",27,6,33,"TM","phobius",102.355555555556,3.65555555555556,23.5822222222222,0.842222222222222
"YML073C",17,30,47,"TM","phobius",43.2,2.4,14.54,0.807777777777778
"YLR084C",9,6,15,"SP","phobius",20.6666666666667,2.06666666666667,8.05555555555556,0.805555555555555
"YNL277W-A",16,38,54,"TM","phobius",53.8333333333333,3.16666666666667,14.4688888888889,0.851111111111111
"YML055W",18,41,59,"TM","phobius",46.8666666666667,2.46666666666667,15.4111111111111,0.811111111111111
"YLR046C",20,37,57,"TM","phobius",52.2666666666667,2.48888888888889,17.43,0.83
"YHR003C",10,8,18,"SP","phobius",22.4888888888889,2.04444444444444,8.56777777777778,0.778888888888889
"YDR221W",7,5,12,"SP","phobius",23.4666666666667,2.93333333333333,6.71111111111111,0.838888888888889
"YPL264C",22,15,37,"TM","phobius",64.6555555555556,2.81111111111111,19.1666666666667,0.833333333333333
"YIL054W",18,42,60,"TM","phobius",61.8555555555556,3.25555555555556,16.2766666666667,0.856666666666667
"YOR382W",10,3,13,"SP","phobius",15.5222222222222,1.41111111111111,8.59222222222222,0.781111111111111
"YOR214C",11,4,15,"SP","phobius",26.2666666666667,2.18888888888889,9.81333333333333,0.817777777777778
"YGR014W",11,5,16,"SP","phobius",30.5333333333333,2.54444444444444,9.73333333333333,0.811111111111111
"YOR152C",8,4,12,"SP","phobius",23.8,2.64444444444444,7.5,0.833333333333333
"YHR126C",10,3,13,"SP","phobius",25.9111111111111,2.35555555555556,8.88555555555556,0.807777777777778
"YMR247W-A",9,10,19,"SP","phobius",24.6666666666667,2.46666666666667,8.08888888888889,0.808888888888889
"YER078W-A",22,21,43,"TM","phobius",58.5222222222222,2.54444444444444,18.4766666666667,0.803333333333333
"YBR159W",24,20,44,"TM","phobius",65.5555555555556,2.62222222222222,20.6944444444444,0.827777777777778
"YLR286C",13,3,16,"SP","phobius",38.8888888888889,2.77777777777778,11.6666666666667,0.833333333333333
"YJL059W",23,12,35,"TM","phobius",65.0666666666667,2.71111111111111,20.2133333333333,0.842222222222222
"YDL049C",11,4,15,"SP","phobius",38.4,3.2,10.2133333333333,0.851111111111111
"YCL027W",11,8,19,"SP","phobius",20.8,1.73333333333333,9.33333333333334,0.777777777777778
"YLR120C",8,8,16,"SP","phobius",15.8,1.75555555555556,6.9,0.766666666666667
"YBR301W",11,4,15,"SP","phobius",29.0666666666667,2.42222222222222,9.38666666666667,0.782222222222222
"YLR250W",8,7,15,"SP","phobius",20.5,2.27777777777778,7.3,0.811111111111111
"YKR066C",17,20,37,"TM","phobius",33.2,1.84444444444444,13.92,0.773333333333333
"YPR201W",20,35,55,"TM","phobius",74.4333333333333,3.54444444444444,17.5466666666667,0.835555555555556
"YOR222W",21,12,33,"TM","phobius",44,2,17.3066666666667,0.786666666666667
"YOL030W",8,6,14,"SP","phobius",18.8,2.08888888888889,7.04,0.782222222222222
"YPR139C",22,31,53,"TM","phobius",69.2555555555556,3.01111111111111,19.2433333333333,0.836666666666666
"YOR254C",18,14,32,"TM","phobius",52.9888888888889,2.78888888888889,15.7066666666667,0.826666666666667
"YFR012W",11,6,17,"SP","phobius",31.6,2.63333333333333,9.81333333333333,0.817777777777778
"YDR182W-A",11,19,30,"SP","phobius",28,2.33333333333333,9.86666666666667,0.822222222222222
"YKL221W",18,40,58,"TM","phobius",56.7888888888889,2.98888888888889,16.1711111111111,0.851111111111111
"YER039C",18,12,30,"TM","phobius",43.2777777777778,2.27777777777778,15.3266666666667,0.806666666666667
"YDR387C",22,33,55,"TM","phobius",51.3666666666667,2.23333333333333,18.4766666666667,0.803333333333333
"YIR019C",11,5,16,"SP","phobius",30.5333333333333,2.54444444444444,9.73333333333333,0.811111111111111
"Q0130",22,12,34,"TM","phobius",75.9,3.3,19.0388888888889,0.827777777777778
"YJL192C",10,5,15,"SP","phobius",34.7111111111111,3.15555555555556,9.10555555555556,0.827777777777778
"YHR181W",23,6,29,"TM","phobius",58.1333333333333,2.42222222222222,19.44,0.81
"YMR243C",21,7,28,"TM","phobius",54.2666666666667,2.46666666666667,18.0888888888889,0.822222222222222
"YJR061W",21,20,41,"TM","phobius",72.1111111111111,3.27777777777778,18.6511111111111,0.847777777777778
"YBR243C",11,4,15,"SP","phobius",30.9333333333333,2.57777777777778,9.89333333333333,0.824444444444444
"YOR105W",9,27,36,"SP","phobius",24.8888888888889,2.48888888888889,8.08888888888889,0.808888888888889
"YJL127C-B",18,28,46,"TM","phobius",44.7555555555556,2.35555555555556,15.3055555555556,0.805555555555556
"YGR150C",7,12,19,"SP","phobius",12.4444444444444,1.55555555555556,6.37333333333333,0.796666666666667
"YLR390W-A",11,6,17,"SP","phobius",25.6,2.13333333333333,9.32,0.776666666666667
"YHL035C",18,29,47,"TM","phobius",51.0888888888889,2.68888888888889,15.3266666666667,0.806666666666667
"YCR068W",22,12,34,"TM","phobius",63.8888888888889,2.77777777777778,19.1922222222222,0.834444444444444
